row_type,date,ticker,direction,entry_time,exit_time,entry_price,exit_price,size,pnl,pnl_pct,hold_duration_ms,exit_reason,entry_composite,exit_composite,entry_1m,entry_5m,entry_1h,exit_1m,exit_5m,exit_1h,max_composite,max_composite_time,positive_ticks,total_ticks
summary,2023-01-02,SPY,,,,,,,0.00,,0,,,,,,,,,,0.6592,2022-12-30T20:51:00+00:00,250,489
summary,2023-01-02,QQQ,,,,,,,0.00,,0,,,,,,,,,,0.8888,2022-12-30T15:49:00+00:00,312,494
summary,2023-01-02,AAPL,,,,,,,0.00,,0,,,,,,,,,,0.9585,2022-12-30T15:48:00+00:00,342,494
summary,2023-01-02,NVDA,,,,,,,0.00,,0,,,,,,,,,,1.0000,2022-12-30T14:34:00+00:00,343,460
summary,2023-01-02,MSFT,,,,,,,0.00,,0,,,,,,,,,,0.8504,2022-12-30T15:49:00+00:00,253,444
trade,2023-01-03,SPY,Long,2023-01-03T14:42:00+00:00,2023-01-03T14:43:00+00:00,386.2508,386.0292,0.78,-0.17,-0.000574,60000,ScoreExit,0.3887,0.3839,0.5871,0.1765,0.7471,0.5643,0.1765,0.7386,,,
summary,2023-01-03,SPY,,,,,,,-0.17,,1,,,,,,,,,,0.4810,2023-01-03T09:16:00+00:00,148,685
trade,2023-01-03,QQQ,Long,2023-01-03T14:38:00+00:00,2023-01-03T14:39:00+00:00,268.9557,268.6994,1.12,-0.29,-0.000953,60000,ScoreExit,0.3914,0.3460,0.3893,0.3866,0.4017,0.2498,0.3866,0.2970,,,
trade,2023-01-03,QQQ,Long,2023-01-03T14:41:00+00:00,2023-01-03T14:42:00+00:00,269.7959,269.8640,1.11,0.08,0.000252,60000,ScoreExit,0.3719,0.4050,0.5846,0.0789,0.8868,0.5762,0.0789,1.0000,,,
trade,2023-01-03,QQQ,Long,2023-01-03T14:44:00+00:00,2023-01-03T14:45:00+00:00,269.9510,269.0343,1.11,-1.02,-0.003396,60000,ScoreExit,0.3753,0.1187,0.5480,0.0789,0.9104,-0.1916,0.0789,0.3015,,,
summary,2023-01-03,QQQ,,,,,,,-1.23,,3,,,,,,,,,,0.5068,2023-01-03T14:39:00+00:00,198,696
summary,2023-01-03,AAPL,,,,,,,0.00,,0,,,,,,,,,,0.5841,2023-01-03T09:04:00+00:00,94,655
trade,2023-01-03,NVDA,Long,2023-01-03T14:38:00+00:00,2023-01-03T14:39:00+00:00,148.4594,148.5654,2.02,0.21,0.000714,60000,ScoreExit,0.4396,0.5481,0.3272,0.3785,0.5994,0.4694,0.3785,0.9137,,,
trade,2023-01-03,NVDA,Long,2023-01-03T14:41:00+00:00,2023-01-03T14:42:00+00:00,149.7894,149.6801,2.00,-0.22,-0.000730,60000,ScoreExit,0.4285,0.4250,0.6309,0.1090,1.0000,0.5963,0.1090,1.0000,,,
trade,2023-01-03,NVDA,Long,2023-01-03T14:44:00+00:00,2023-01-03T14:45:00+00:00,149.5498,148.7404,2.01,-1.62,-0.005413,60000,ScoreExit,0.4170,0.1932,0.5165,0.1090,1.0000,-0.1385,0.1090,0.4722,,,
summary,2023-01-03,NVDA,,,,,,,-1.63,,3,,,,,,,,,,0.8155,2023-01-03T09:36:00+00:00,133,610
trade,2023-01-03,MSFT,Long,2023-01-03T14:34:00+00:00,2023-01-03T14:35:00+00:00,243.9182,243.1820,1.23,-0.91,-0.003018,60000,ScoreExit,0.5696,0.3861,0.5538,0.3570,1.0000,0.1790,0.3570,0.5135,,,
trade,2023-01-03,MSFT,Long,2023-01-03T14:38:00+00:00,2023-01-03T14:39:00+00:00,243.9982,243.8518,1.23,-0.18,-0.000600,60000,ScoreExit,0.6670,0.6347,0.5389,0.5340,0.9757,0.4704,0.5340,0.8907,,,
trade,2023-01-03,MSFT,Long,2023-01-03T14:41:00+00:00,2023-01-03T14:42:00+00:00,245.2586,245.3114,1.22,0.06,0.000215,60000,ScoreExit,0.5807,0.5814,0.6129,0.3657,1.0000,0.6192,0.3657,1.0000,,,
trade,2023-01-03,MSFT,Long,2023-01-03T14:44:00+00:00,2023-01-03T14:45:00+00:00,245.3936,244.4516,1.22,-1.15,-0.003839,60000,ScoreExit,0.5769,0.4783,0.5747,0.3657,1.0000,-0.0293,0.3657,0.8726,,,
summary,2023-01-03,MSFT,,,,,,,-2.17,,4,,,,,,,,,,0.7629,2023-01-03T09:45:00+00:00,133,525
trade,2023-01-04,SPY,Long,2023-01-04T14:40:00+00:00,2023-01-04T14:41:00+00:00,383.3100,383.6599,0.78,0.27,0.000913,60000,ScoreExit,0.2373,0.0929,0.1650,0.1626,0.4107,0.5720,-0.1458,0.4107,,,
trade,2023-01-04,SPY,Long,2023-01-04T14:56:00+00:00,2023-01-04T14:57:00+00:00,383.1499,382.7701,0.78,-0.30,-0.000991,60000,ScoreExit,0.2773,0.2462,0.2594,0.2136,0.4107,-0.0365,0.2136,0.4055,,,
trade,2023-01-04,SPY,Long,2023-01-04T15:57:00+00:00,2023-01-04T15:58:00+00:00,382.7998,382.6502,0.78,-0.12,-0.000391,60000,ScoreExit,0.3551,0.3706,0.3107,0.3592,0.3617,0.4362,0.3592,0.3714,,,
summary,2023-01-04,SPY,,,,,,,-0.14,,3,,,,,,,,,,0.5161,2023-01-04T16:35:00+00:00,670,1493
summary,2023-01-04,QQQ,,,,,,,0.00,,0,,,,,,,,,,0.5279,2023-01-04T16:35:00+00:00,755,1541
trade,2023-01-04,AAPL,Long,2023-01-04T15:48:00+00:00,2023-01-04T15:49:00+00:00,126.8730,126.7870,2.36,-0.20,-0.000679,60000,ScoreExit,0.4301,0.4275,0.5307,0.4052,0.4465,0.5048,0.4052,0.4465,,,
trade,2023-01-04,AAPL,Long,2023-01-04T15:51:00+00:00,2023-01-04T15:52:00+00:00,126.9030,126.8169,2.36,-0.20,-0.000678,60000,ScoreExit,0.3660,0.3672,0.4260,0.3158,0.4465,0.4375,0.3158,0.4465,,,
trade,2023-01-04,AAPL,Long,2023-01-04T16:00:00+00:00,2023-01-04T16:01:00+00:00,127.0031,126.6330,2.36,-0.87,-0.002914,60000,ScoreExit,0.4365,0.2080,0.5116,0.4190,0.4465,-0.4978,0.1369,0.5856,,,
summary,2023-01-04,AAPL,,,,,,,-1.28,,3,,,,,,,,,,0.5841,2023-01-03T09:04:00+00:00,550,1528
trade,2023-01-04,NVDA,Long,2023-01-04T14:31:00+00:00,2023-01-04T14:32:00+00:00,145.0585,145.4064,2.07,0.72,0.002398,60000,ScoreExit,0.1638,0.2163,-0.5043,0.1382,0.4379,0.0203,0.1382,0.4379,,,
