row_type,date,ticker,direction,entry_time,exit_time,entry_price,exit_price,size,pnl,pnl_pct,hold_duration_ms,exit_reason,entry_composite,exit_composite,entry_1m,entry_5m,entry_1h,exit_1m,exit_5m,exit_1h,max_composite,max_composite_time,positive_ticks,total_ticks
trade,2024-05-03,MSFT,Long,2024-05-03T14:26:00+00:00,2024-05-03T14:27:00+00:00,405.4516,405.1334,0.74,-0.24,-0.000785,60000,ScoreExit,0.2402,0.2318,0.0431,0.1566,0.4731,-0.0404,0.1566,0.4731,,,
trade,2024-05-03,MSFT,Long,2024-05-03T14:30:00+00:00,2024-05-03T14:31:00+00:00,405.8367,405.7732,0.74,-0.05,-0.000156,60000,ScoreExit,0.2409,0.2750,0.0506,0.1566,0.4731,0.1849,0.1910,0.4731,,,
trade,2024-05-03,MSFT,Long,2024-05-03T14:33:00+00:00,2024-05-03T14:34:00+00:00,405.9267,405.8532,0.74,-0.05,-0.000181,60000,ScoreExit,0.2687,0.2780,0.1216,0.1910,0.4731,0.2148,0.1910,0.4731,,,
trade,2024-05-03,MSFT,Long,2024-05-03T14:36:00+00:00,2024-05-03T14:37:00+00:00,406.1368,405.7932,0.74,-0.25,-0.000846,60000,ScoreExit,0.2214,0.1879,0.3115,0.0805,0.4731,-0.0236,0.0805,0.4731,,,
trade,2024-05-03,MSFT,Long,2024-05-03T14:39:00+00:00,2024-05-03T14:40:00+00:00,405.7467,405.5333,0.74,-0.16,-0.000526,60000,ScoreExit,0.1538,0.1708,-0.3649,0.0805,0.4731,-0.1941,0.0805,0.4731,,,
trade,2024-05-03,MSFT,Long,2024-05-03T14:42:00+00:00,2024-05-03T14:43:00+00:00,405.6568,405.1334,0.74,-0.39,-0.001290,60000,ScoreExit,0.2186,0.2127,-0.5054,0.2120,0.4731,-0.5638,0.2120,0.4731,,,
trade,2024-05-03,MSFT,Long,2024-05-03T14:49:00+00:00,2024-05-03T14:50:00+00:00,406.2969,405.9582,0.74,-0.25,-0.000834,60000,ScoreExit,0.2274,0.2259,0.1482,0.1177,0.4731,0.1338,0.1177,0.4731,,,
summary,2024-05-03,MSFT,,,,,,,-1.72,,18,,,,,,,,,,0.6700,2024-05-01T18:58:00+00:00,1204,2354
summary,2024-05-06,AAPL,,,,,,,0.00,,0,,,,,,,,,,0.5633,2024-05-03T17:28:00+00:00,199,1288
trade,2024-05-06,NVDA,Long,2024-05-06T13:32:00+00:00,2024-05-06T13:33:00+00:00,892.7627,892.8021,0.22,0.01,0.000044,60000,ScoreExit,0.5620,0.5816,-0.1004,0.5316,0.8435,0.0964,0.5316,0.8435,,,
trade,2024-05-06,NVDA,Long,2024-05-06T13:35:00+00:00,2024-05-06T13:36:00+00:00,899.0246,898.7753,0.22,-0.05,-0.000277,60000,ScoreExit,0.6376,0.7713,0.6557,0.5316,0.8435,0.6461,0.7561,0.8435,,,
trade,2024-05-06,NVDA,Long,2024-05-06T13:38:00+00:00,2024-05-06T13:39:00+00:00,902.2756,903.3721,0.18,0.20,0.001215,60000,ScoreExit,0.7796,0.7809,0.7284,0.7561,0.8435,0.7420,0.7561,0.8435,,,
trade,2024-05-06,NVDA,Long,2024-05-06T13:41:00+00:00,2024-05-06T15:42:00+00:00,901.9955,918.2694,0.16,2.60,0.018042,7260000,MaxHoldTimeout,0.8296,0.4193,0.5296,0.8727,0.8435,0.3488,0.2606,0.7603,,,
summary,2024-05-06,NVDA,,,,,,,2.75,,4,,,,,,,,,,0.9510,2024-05-03T13:49:00+00:00,990,1175
trade,2024-05-07,AAPL,Long,2024-05-07T13:36:00+00:00,2024-05-07T13:37:00+00:00,183.7001,183.4400,1.63,-0.42,-0.001416,60000,ScoreExit,0.3539,0.3301,0.1450,0.3058,0.5198,-0.0929,0.3058,0.5198,,,
trade,2024-05-07,AAPL,Long,2024-05-07T13:44:00+00:00,2024-05-07T13:45:00+00:00,184.6205,184.5796,1.62,-0.07,-0.000221,60000,ScoreExit,0.4512,0.4517,0.5411,0.4020,0.5198,0.5451,0.4020,0.5198,,,
trade,2024-05-07,AAPL,Long,2024-05-07T13:49:00+00:00,2024-05-07T13:50:00+00:00,184.6205,184.4896,1.62,-0.21,-0.000709,60000,ScoreExit,0.3564,0.3487,0.2599,0.2909,0.5198,0.1825,0.2909,0.5198,,,
trade,2024-05-07,AAPL,Long,2024-05-07T13:52:00+00:00,2024-05-07T13:53:00+00:00,184.0402,183.9438,1.63,-0.16,-0.000524,60000,ScoreExit,0.1791,0.1810,-0.4539,0.1142,0.5198,-0.4343,0.1142,0.5198,,,
trade,2024-05-07,AAPL,Long,2024-05-07T13:55:00+00:00,2024-05-07T13:56:00+00:00,184.2703,183.9298,1.63,-0.55,-0.001848,60000,ScoreExit,0.2222,0.0758,-0.0231,0.1142,0.5198,-0.4121,-0.0649,0.5198,,,
summary,2024-05-07,AAPL,,,,,,,-1.41,,5,,,,,,,,,,0.8921,2024-05-06T09:29:00+00:00,806,1489
summary,2024-05-07,NVDA,,,,,,,0.00,,0,,,,,,,,,,0.9444,2024-05-06T13:59:00+00:00,1007,1476
summary,2024-05-08,SPY,,,,,,,0.00,,0,,,,,,,,,,0.7091,2024-05-06T09:26:00+00:00,1391,2121
summary,2024-05-08,QQQ,,,,,,,0.00,,0,,,,,,,,,,0.7133,2024-05-06T09:34:00+00:00,1370,2234
summary,2024-05-08,AAPL,,,,,,,0.00,,0,,,,,,,,,,0.8921,2024-05-06T09:29:00+00:00,1141,2256
trade,2024-05-08,NVDA,Long,2024-05-08T13:36:00+00:00,2024-05-08T15:17:00+00:00,899.8648,898.9352,0.19,-0.18,-0.001033,6060000,MaxHoldTimeout,0.4775,0.0000,0.4707,0.6985,0.0380,-0.4799,-0.7208,-0.2094,,,
summary,2024-05-08,NVDA,,,,,,,-0.18,,1,,,,,,,,,,0.9444,2024-05-06T13:59:00+00:00,1106,2231
summary,2024-05-08,MSFT,,,,,,,0.00,,0,,,,,,,,,,0.6727,2024-05-06T10:59:00+00:00,899,1654
summary,2024-05-09,SPY,,,,,,,0.00,,0,,,,,,,,,,0.4964,2024-05-06T19:59:00+00:00,1716,2620
trade,2024-05-09,AAPL,Long,2024-05-09T13:46:00+00:00,2024-05-09T13:47:00+00:00,183.3100,183.2500,1.64,-0.10,-0.000327,60000,ScoreExit,0.3630,0.3791,0.4164,0.3963,0.2785,0.5502,0.3963,0.2878,,,
trade,2024-05-09,AAPL,Long,2024-05-09T13:49:00+00:00,2024-05-09T13:50:00+00:00,183.3300,183.2900,1.63,-0.07,-0.000218,60000,ScoreExit,0.3553,0.3746,0.3248,0.3963,0.2835,0.5049,0.3963,0.2878,,,
trade,2024-05-09,AAPL,Long,2024-05-09T13:53:00+00:00,2024-05-09T13:54:00+00:00,183.5651,183.5299,1.63,-0.06,-0.000191,60000,ScoreExit,0.3865,0.4011,0.3929,0.4348,0.2878,0.5383,0.4348,0.2878,,,
trade,2024-05-09,AAPL,Long,2024-05-09T13:58:00+00:00,2024-05-09T13:59:00+00:00,183.7151,183.6449,1.63,-0.11,-0.000382,60000,ScoreExit,0.3780,0.3875,0.3355,0.4301,0.2878,0.4306,0.4301,0.2878,,,
summary,2024-05-09,AAPL,,,,,,,-0.34,,4,,,,,,,,,,1.0000,2024-05-06T13:32:00+00:00,1308,2607
summary,2024-05-09,NVDA,,,,,,,0.00,,0,,,,,,,,,,1.0000,2024-05-06T13:37:00+00:00,965,2753
trade,2024-05-10,SPY,Long,2024-05-10T13:34:00+00:00,2024-05-10T13:35:00+00:00,522.0416,521.9484,0.57,-0.05,-0.000179,60000,ScoreExit,0.3572,0.3700,0.4273,0.3497,0.3489,0.5546,0.3497,0.3489,,,
trade,2024-05-10,SPY,Long,2024-05-10T13:37:00+00:00,2024-05-10T13:38:00+00:00,522.2916,521.9884,0.57,-0.17,-0.000581,60000,ScoreExit,0.3663,0.3682,0.4677,0.3582,0.3489,0.4861,0.3582,0.3489,,,
trade,2024-05-10,SPY,Long,2024-05-10T13:47:00+00:00,2024-05-10T13:48:00+00:00,522.5117,522.2183,0.57,-0.17,-0.000562,60000,ScoreExit,0.3600,0.3666,0.3588,0.3658,0.3489,0.4248,0.3658,0.3489,,,
trade,2024-05-10,SPY,Long,2024-05-10T13:50:00+00:00,2024-05-10T13:51:00+00:00,522.6217,522.2383,0.57,-0.22,-0.000734,60000,ScoreExit,0.3677,0.2830,0.4353,0.3658,0.3489,0.1058,0.2797,0.3489,,,
summary,2024-05-10,SPY,,,,,,,-0.62,,4,,,,,,,,,,0.7316,2024-05-07T15:00:00+00:00,1302,2637
trade,2024-05-10,NVDA,Long,2024-05-10T13:31:00+00:00,2024-05-10T14:11:00+00:00,900.9252,902.1242,0.25,0.30,0.001331,2400000,ScoreExit,0.4433,-0.2507,-0.3682,0.6330,0.3344,-0.6342,-0.3911,0.1577,,,
summary,2024-05-10,NVDA,,,,,,,0.30,,1,,,,,,,,,,0.9234,2024-05-07T13:36:00+00:00,843,2709
trade,2024-05-10,MSFT,Long,2024-05-10T13:49:00+00:00,2024-05-10T13:50:00+00:00,415.0545,414.8205,0.72,-0.17,-0.000564,60000,ScoreExit,0.3544,0.3481,0.3789,0.3859,0.2833,0.3158,0.3859,0.2833,,,
summary,2024-05-10,MSFT,,,,,,,-0.17,,1,,,,,,,,,,0.4632,2024-05-08T14:48:00+00:00,989,2016
summary,2024-05-13,SPY,,,,,,,0.00,,0,,,,,,,,,,0.4076,2024-05-10T13:41:00+00:00,456,1153
summary,2024-05-13,QQQ,,,,,,,0.00,,0,,,,,,,,,,0.5080,2024-05-10T13:41:00+00:00,534,1128
trade,2024-05-13,NVDA,Long,2024-05-13T14:58:00+00:00,2024-05-13T15:56:00+00:00,903.1559,904.9784,0.14,0.25,0.002018,3480000,SessionClose,0.4605,0.5926,0.5639,0.5104,0.3263,0.4530,0.6513,0.5218,,,
summary,2024-05-13,NVDA,,,,,,,0.25,,1,,,,,,,,,,0.9429,2024-05-10T13:45:00+00:00,446,1170
summary,2024-05-13,MSFT,,,,,,,0.00,,0,,,,,,,,,,0.8551,2024-05-10T13:37:00+00:00,614,962
summary,2024-05-14,SPY,,,,,,,0.00,,0,,,,,,,,,,0.6154,2024-05-13T09:42:00+00:00,538,1276
trade,2024-05-14,NVDA,Long,2024-05-14T14:21:00+00:00,2024-05-14T15:56:00+00:00,900.4350,908.7423,0.13,1.09,0.009226,5700000,SessionClose,0.5591,0.1934,0.5113,0.7257,0.2419,0.1147,0.0330,0.5403,,,
summary,2024-05-14,NVDA,,,,,,,1.09,,1,,,,,,,,,,0.8336,2024-05-13T09:22:00+00:00,874,1337
trade,2024-05-14,MSFT,Long,2024-05-14T14:28:00+00:00,2024-05-14T15:36:00+00:00,415.3823,414.1707,0.72,-0.88,-0.002917,4080000,ScoreExit,0.4570,-0.1576,0.5494,0.5192,0.3018,-0.2810,-0.2794,0.1273,,,
summary,2024-05-14,MSFT,,,,,,,-0.88,,1,,,,,,,,,,0.7454,2024-05-13T09:48:00+00:00,585,1071
trade,2024-05-15,SPY,Long,2024-05-15T14:47:00+00:00,2024-05-15T14:48:00+00:00,527.3131,527.0168,0.57,-0.17,-0.000562,60000,ScoreExit,0.3567,0.3669,0.4045,0.3420,0.3702,0.5061,0.3420,0.3702,,,
summary,2024-05-15,SPY,,,,,,,-0.17,,1,,,,,,,,,,0.6154,2024-05-13T09:42:00+00:00,1113,2007
trade,2024-05-15,AAPL,Long,2024-05-15T14:03:00+00:00,2024-05-15T14:04:00+00:00,189.1417,189.1282,1.59,-0.02,-0.000071,60000,ScoreExit,0.4599,0.4610,0.5496,0.4656,0.4186,0.5604,0.4656,0.4186,,,
trade,2024-05-15,AAPL,Long,2024-05-15T14:11:00+00:00,2024-05-15T14:12:00+00:00,189.3318,189.2082,1.58,-0.20,-0.000653,60000,ScoreExit,0.4384,0.4378,0.4981,0.4384,0.4186,0.4913,0.4384,0.4186,,,
trade,2024-05-15,AAPL,Long,2024-05-15T14:14:00+00:00,2024-05-15T14:15:00+00:00,189.3468,189.3182,1.58,-0.05,-0.000151,60000,ScoreExit,0.4310,0.4430,0.4241,0.4384,0.4186,0.5439,0.4384,0.4186,,,
trade,2024-05-15,AAPL,Long,2024-05-15T14:17:00+00:00,2024-05-15T14:18:00+00:00,189.4768,189.3382,1.58,-0.22,-0.000732,60000,ScoreExit,0.4544,0.4502,0.5218,0.4611,0.4186,0.4795,0.4611,0.4186,,,
trade,2024-05-15,AAPL,Long,2024-05-15T14:20:00+00:00,2024-05-15T14:21:00+00:00,189.6319,189.5881,1.58,-0.07,-0.000231,60000,ScoreExit,0.4574,0.4589,0.5518,0.4611,0.4186,0.5634,0.4616,0.4186,,,
trade,2024-05-15,AAPL,Long,2024-05-15T14:23:00+00:00,2024-05-15T14:24:00+00:00,189.6419,189.5682,1.58,-0.12,-0.000388,60000,ScoreExit,0.4420,0.4561,0.3945,0.4616,0.4186,0.5349,0.4616,0.4186,,,
trade,2024-05-15,AAPL,Long,2024-05-15T14:26:00+00:00,2024-05-15T14:27:00+00:00,189.7219,189.5083,1.58,-0.34,-0.001126,60000,ScoreExit,0.3813,0.3376,0.4922,0.3442,0.4186,0.0550,0.3442,0.4186,,,
trade,2024-05-15,AAPL,Long,2024-05-15T14:29:00+00:00,2024-05-15T14:30:00+00:00,189.7193,189.5181,1.58,-0.32,-0.001060,60000,ScoreExit,0.3687,0.3260,0.3659,0.3442,0.4186,-0.0611,0.3442,0.4186,,,
trade,2024-05-15,AAPL,Long,2024-05-15T14:35:00+00:00,2024-05-15T14:36:00+00:00,189.7019,189.6681,1.58,-0.05,-0.000178,60000,ScoreExit,0.3934,0.4208,0.3085,0.3950,0.4186,0.5506,0.4002,0.4186,,,
trade,2024-05-15,AAPL,Long,2024-05-15T14:38:00+00:00,2024-05-15T14:39:00+00:00,189.7719,189.7071,1.58,-0.10,-0.000342,60000,ScoreExit,0.4042,0.4177,0.3853,0.4002,0.4186,0.5199,0.4002,0.4186,,,
trade,2024-05-15,AAPL,Long,2024-05-15T14:42:00+00:00,2024-05-15T14:43:00+00:00,189.9020,189.6881,1.58,-0.34,-0.001126,60000,ScoreExit,0.3989,0.3518,0.4514,0.3803,0.4186,-0.0194,0.3803,0.4186,,,
trade,2024-05-15,AAPL,Long,2024-05-15T14:45:00+00:00,2024-05-15T14:46:00+00:00,189.9279,189.7381,1.58,-0.30,-0.000999,60000,ScoreExit,0.3990,0.2833,0.4522,0.3803,0.4186,0.0936,0.2472,0.4186,,,
trade,2024-05-15,AAPL,Long,2024-05-15T14:48:00+00:00,2024-05-15T14:49:00+00:00,189.8769,189.7231,1.58,-0.24,-0.000810,60000,ScoreExit,0.2861,0.2641,0.1219,0.2472,0.4186,-0.0977,0.2472,0.4186,,,
trade,2024-05-15,AAPL,Long,2024-05-15T14:51:00+00:00,2024-05-15T14:52:00+00:00,189.8819,189.7481,1.58,-0.21,-0.000705,60000,ScoreExit,0.2503,0.2494,0.0739,0.1956,0.4186,0.0649,0.1956,0.4186,,,
trade,2024-05-15,AAPL,Long,2024-05-15T14:55:00+00:00,2024-05-15T14:56:00+00:00,189.9070,189.8130,1.58,-0.15,-0.000495,60000,ScoreExit,0.2586,0.3080,0.1563,0.1956,0.4186,0.5061,0.2197,0.4186,,,
trade,2024-05-15,AAPL,Long,2024-05-15T14:59:00+00:00,2024-05-15T15:00:00+00:00,189.9370,189.8680,1.58,-0.11,-0.000363,60000,ScoreExit,0.2642,0.3013,0.0681,0.2197,0.4186,0.4392,0.2197,0.4186,,,
summary,2024-05-15,AAPL,,,,,,,-2.83,,16,,,,,,,,,,0.8113,2024-05-13T09:33:00+00:00,1553,2046
trade,2024-05-15,MSFT,Long,2024-05-15T13:31:00+00:00,2024-05-15T13:32:00+00:00,417.9654,418.1045,0.72,0.10,0.000333,60000,ScoreExit,0.3549,0.3610,0.4094,0.3796,0.2875,0.4702,0.3796,0.2875,,,
summary,2024-05-15,MSFT,,,,,,,0.10,,1,,,,,,,,,,0.7454,2024-05-13T09:48:00+00:00,1050,1638
trade,2024-05-16,QQQ,Long,2024-05-16T14:21:00+00:00,2024-05-16T14:22:00+00:00,453.4510,453.3788,0.66,-0.05,-0.000159,60000,ScoreExit,0.3604,0.3846,0.3189,0.3616,0.3719,0.5607,0.3616,0.3719,,,
trade,2024-05-16,QQQ,Long,2024-05-16T14:24:00+00:00,2024-05-16T14:25:00+00:00,453.7711,453.5289,0.66,-0.16,-0.000534,60000,ScoreExit,0.3793,0.3805,0.5075,0.3616,0.3719,0.5198,0.3616,0.3719,,,
trade,2024-05-16,QQQ,Long,2024-05-16T14:43:00+00:00,2024-05-16T14:44:00+00:00,453.8161,453.6489,0.66,-0.11,-0.000369,60000,ScoreExit,0.3512,0.3727,0.3381,0.3430,0.3719,0.5535,0.3430,0.3719,,,
trade,2024-05-16,QQQ,Long,2024-05-16T14:51:00+00:00,2024-05-16T14:52:00+00:00,454.0812,453.8359,0.66,-0.16,-0.000540,60000,ScoreExit,0.3697,0.3789,0.3399,0.3736,0.3719,0.4320,0.3736,0.3719,,,
trade,2024-05-16,QQQ,Long,2024-05-16T14:54:00+00:00,2024-05-16T14:55:00+00:00,454.1412,453.9888,0.66,-0.10,-0.000336,60000,ScoreExit,0.3794,0.3904,0.4371,0.3736,0.3719,0.5466,0.3736,0.3719,,,
trade,2024-05-16,QQQ,Long,2024-05-16T14:57:00+00:00,2024-05-16T14:58:00+00:00,454.2512,454.0587,0.66,-0.13,-0.000424,60000,ScoreExit,0.3861,0.3954,0.4291,0.3861,0.3719,0.5218,0.3861,0.3719,,,
summary,2024-05-16,QQQ,,,,,,,-0.71,,6,,,,,,,,,,0.4369,2024-05-14T18:16:00+00:00,1868,2763
summary,2024-05-16,AAPL,,,,,,,0.00,,0,,,,,,,,,,0.9537,2024-05-13T14:49:00+00:00,1828,2505
trade,2024-05-16,NVDA,Long,2024-05-16T13:36:00+00:00,2024-05-16T13:37:00+00:00,947.9293,948.2504,0.20,0.06,0.000339,60000,ScoreExit,0.3498,0.3681,-0.1584,0.3498,0.5192,0.0244,0.3498,0.5192,,,
trade,2024-05-16,NVDA,Long,2024-05-16T13:44:00+00:00,2024-05-16T13:45:00+00:00,953.2908,952.7291,0.19,-0.10,-0.000589,60000,ScoreExit,0.3849,0.3838,0.1631,0.3547,0.5192,0.1522,0.3547,0.5192,,,
trade,2024-05-16,NVDA,Long,2024-05-16T13:47:00+00:00,2024-05-16T13:48:00+00:00,956.3286,956.5779,0.16,0.04,0.000261,60000,ScoreExit,0.5907,0.5974,0.5837,0.6277,0.5192,0.6497,0.6277,0.5192,,,
trade,2024-05-16,NVDA,Long,2024-05-16T13:50:00+00:00,2024-05-16T15:06:00+00:00,956.8031,953.8288,0.16,-0.49,-0.003109,4560000,MaxHoldTimeout,0.5775,0.3865,0.4513,0.6277,0.5192,-0.0530,0.4120,0.4819,,,
summary,2024-05-16,NVDA,,,,,,,-0.49,,4,,,,,,,,,,0.8434,2024-05-13T14:54:00+00:00,2019,2688
summary,2024-05-16,MSFT,,,,,,,0.00,,0,,,,,,,,,,0.5797,2024-05-13T15:54:00+00:00,1368,2089
summary,2024-05-17,QQQ,,,,,,,0.00,,0,,,,,,,,,,0.6583,2024-05-14T14:30:00+00:00,2101,2828
summary,2024-05-17,NVDA,,,,,,,0.00,,0,,,,,,,,,,0.9918,2024-05-14T13:40:00+00:00,1944,2745
summary,2024-05-17,MSFT,,,,,,,0.00,,0,,,,,,,,,,0.8925,2024-05-14T14:25:00+00:00,1406,2060
trade,2024-05-20,MSFT,Long,2024-05-20T13:40:00+00:00,2024-05-20T13:41:00+00:00,423.7021,423.3680,0.71,-0.24,-0.000789,60000,ScoreExit,0.4985,0.5593,0.5729,0.4529,0.5648,0.5496,0.5581,0.5648,,,
trade,2024-05-20,MSFT,Long,2024-05-20T13:43:00+00:00,2024-05-20T13:44:00+00:00,424.7924,425.0075,0.71,0.15,0.000506,60000,ScoreExit,0.5643,0.5645,0.6002,0.5581,0.5648,0.6014,0.5581,0.5648,,,
trade,2024-05-20,MSFT,Long,2024-05-20T13:46:00+00:00,2024-05-20T13:47:00+00:00,425.2325,425.0175,0.71,-0.15,-0.000506,60000,ScoreExit,0.5366,0.5348,0.5633,0.5181,0.5648,0.5448,0.5181,0.5648,,,
trade,2024-05-20,MSFT,Long,2024-05-20T13:49:00+00:00,2024-05-20T15:05:00+00:00,424.9524,424.3377,0.71,-0.43,-0.001447,4560000,MaxHoldTimeout,0.4951,0.1108,0.1478,0.5181,0.5648,0.3812,-0.1350,0.5124,,,
summary,2024-05-20,MSFT,,,,,,,-0.67,,4,,,,,,,,,,0.6227,2024-05-20T13:50:00+00:00,438,913
trade,2024-05-21,AAPL,Long,2024-05-21T13:42:00+00:00,2024-05-21T13:43:00+00:00,191.7906,191.5875,1.56,-0.32,-0.001059,60000,ScoreExit,0.3843,0.3437,0.4828,0.3607,0.3987,0.1249,0.3607,0.3828,,,
trade,2024-05-21,AAPL,Long,2024-05-21T13:48:00+00:00,2024-05-21T13:49:00+00:00,191.8225,191.7225,1.56,-0.16,-0.000522,60000,ScoreExit,0.2420,0.2493,0.0991,0.1859,0.4019,0.1548,0.1859,0.4075,,,
trade,2024-05-21,AAPL,Long,2024-05-21T13:56:00+00:00,2024-05-21T13:57:00+00:00,191.9926,191.8674,1.56,-0.20,-0.000652,60000,ScoreExit,0.4153,0.4066,0.4864,0.3964,0.4294,0.3995,0.3964,0.4294,,,
trade,2024-05-21,AAPL,Long,2024-05-21T14:00:00+00:00,2024-05-21T14:01:00+00:00,192.2627,192.3373,1.56,0.12,0.000388,60000,ScoreExit,0.4311,0.4458,0.5385,0.3964,0.4649,0.5611,0.4176,0.4637,,,
trade,2024-05-21,AAPL,Long,2024-05-21T14:03:00+00:00,2024-05-21T14:04:00+00:00,192.5027,192.3623,1.56,-0.22,-0.000730,60000,ScoreExit,0.4453,0.4449,0.5567,0.4176,0.4637,0.5526,0.4176,0.4637,,,
trade,2024-05-21,AAPL,Long,2024-05-21T14:10:00+00:00,2024-05-21T14:11:00+00:00,192.5127,192.4771,1.56,-0.06,-0.000185,60000,ScoreExit,0.4339,0.3678,0.4972,0.4084,0.4637,0.5463,0.2901,0.4637,,,
trade,2024-05-21,AAPL,Long,2024-05-21T14:13:00+00:00,2024-05-21T14:14:00+00:00,192.4427,192.3260,1.56,-0.18,-0.000607,60000,ScoreExit,0.3037,0.2994,-0.0945,0.2901,0.4637,-0.1376,0.2901,0.4637,,,
trade,2024-05-21,AAPL,Long,2024-05-21T14:17:00+00:00,2024-05-21T14:18:00+00:00,192.5427,192.4273,1.56,-0.18,-0.000600,60000,ScoreExit,0.3822,0.3916,0.3363,0.3491,0.4637,0.4310,0.3491,0.4637,,,
trade,2024-05-21,AAPL,Long,2024-05-21T14:20:00+00:00,2024-05-21T14:21:00+00:00,192.5427,192.3573,1.56,-0.29,-0.000963,60000,ScoreExit,0.3888,0.2814,0.4025,0.3491,0.4637,-0.2687,0.2819,0.4637,,,
trade,2024-05-21,AAPL,Long,2024-05-21T14:23:00+00:00,2024-05-21T14:24:00+00:00,192.3845,192.2372,1.56,-0.23,-0.000766,60000,ScoreExit,0.2672,0.2630,-0.4108,0.2819,0.4637,-0.4526,0.2819,0.4637,,,
trade,2024-05-21,AAPL,Long,2024-05-21T14:26:00+00:00,2024-05-21T14:27:00+00:00,192.4327,192.1873,1.56,-0.38,-0.001275,60000,ScoreExit,0.1856,0.1370,-0.0081,0.0788,0.4637,-0.4937,0.0788,0.4637,,,
trade,2024-05-21,AAPL,Long,2024-05-21T14:29:00+00:00,2024-05-21T14:30:00+00:00,192.1726,192.1573,1.56,-0.02,-0.000080,60000,ScoreExit,0.1287,0.1613,-0.5265,0.0788,0.4467,-0.2507,0.0788,0.4637,,,
trade,2024-05-21,AAPL,Long,2024-05-21T14:51:00+00:00,2024-05-21T14:52:00+00:00,192.1190,192.0174,1.56,-0.16,-0.000529,60000,ScoreExit,0.1785,0.1958,0.1314,0.0600,0.4313,0.2877,0.0600,0.4370,,,
summary,2024-05-21,AAPL,,,,,,,-2.27,,13,,,,,,,,,,0.6606,2024-05-20T14:00:00+00:00,875,1244
summary,2024-05-22,SPY,,,,,,,0.00,,0,,,,,,,,,,0.3952,2024-05-20T13:56:00+00:00,893,1964
summary,2024-05-22,AAPL,,,,,,,0.00,,0,,,,,,,,,,0.6606,2024-05-20T14:00:00+00:00,1071,1886
summary,2024-05-22,NVDA,,,,,,,0.00,,0,,,,,,,,,,0.9073,2024-05-20T09:37:00+00:00,1434,2260
summary,2024-05-23,QQQ,,,,,,,0.00,,0,,,,,,,,,,0.7975,2024-05-20T14:49:00+00:00,1585,2741
summary,2024-05-23,AAPL,,,,,,,0.00,,0,,,,,,,,,,0.8935,2024-05-20T13:58:00+00:00,1029,2437
trade,2024-05-23,NVDA,Long,2024-05-23T13:31:00+00:00,2024-05-23T15:32:00+00:00,1025.0274,1048.1205,0.09,2.04,0.022529,7260000,MaxHoldTimeout,0.8095,0.4910,0.8042,0.8613,0.7076,0.6182,0.3613,0.7080,,,
summary,2024-05-23,NVDA,,,,,,,2.04,,1,,,,,,,,,,1.0000,2024-05-20T13:35:00+00:00,1981,2954
summary,2024-05-24,SPY,,,,,,,0.00,,0,,,,,,,,,,0.7406,2024-05-21T14:42:00+00:00,1289,2617
trade,2024-05-24,NVDA,Long,2024-05-24T14:31:00+00:00,2024-05-24T14:32:00+00:00,1040.3470,1040.4891,0.09,0.01,0.000137,60000,ScoreExit,0.2594,0.2729,-0.0197,0.2065,0.4583,0.1159,0.2065,0.4583,,,
trade,2024-05-24,NVDA,Long,2024-05-24T14:37:00+00:00,2024-05-24T14:38:00+00:00,1041.1674,1041.2825,0.10,0.01,0.000111,60000,ScoreExit,0.2031,0.2332,-0.1635,0.1366,0.4583,0.1379,0.1366,0.4583,,,
trade,2024-05-24,NVDA,Long,2024-05-24T14:40:00+00:00,2024-05-24T14:41:00+00:00,1041.3573,1041.4525,0.10,0.01,0.000091,60000,ScoreExit,0.2086,0.3748,-0.1078,0.1366,0.4583,0.1610,0.3687,0.4583,,,
trade,2024-05-24,NVDA,Long,2024-05-24T14:45:00+00:00,2024-05-24T14:46:00+00:00,1043.8881,1044.4666,0.10,0.06,0.000554,60000,ScoreExit,0.3958,0.4993,0.3707,0.3687,0.4583,0.5934,0.5042,0.4583,,,
trade,2024-05-24,NVDA,Long,2024-05-24T14:48:00+00:00,2024-05-24T14:49:00+00:00,1045.4617,1044.3570,0.11,-0.12,-0.001057,60000,ScoreExit,0.4896,0.4717,0.4961,0.5042,0.4583,0.3166,0.5042,0.4583,,,
trade,2024-05-24,NVDA,Long,2024-05-24T14:51:00+00:00,2024-05-24T15:46:00+00:00,1044.0742,1044.3116,0.11,0.02,0.000227,3300000,ScoreExit,0.5378,-0.1540,-0.0714,0.6791,0.4583,-0.5351,-0.3584,0.3818,,,
summary,2024-05-24,NVDA,,,,,,,-0.00,,6,,,,,,,,,,1.0000,2024-05-21T13:34:00+00:00,2431,3058
summary,2024-05-24,MSFT,,,,,,,0.00,,0,,,,,,,,,,0.9136,2024-05-21T14:41:00+00:00,1120,2184
summary,2024-05-27,SPY,,,,,,,0.00,,0,,,,,,,,,,0.8454,2024-05-24T15:04:00+00:00,346,511
summary,2024-05-27,QQQ,,,,,,,0.00,,0,,,,,,,,,,0.9396,2024-05-24T15:04:00+00:00,359,494
summary,2024-05-27,AAPL,,,,,,,0.00,,0,,,,,,,,,,0.9560,2024-05-24T15:04:00+00:00,418,498
summary,2024-05-28,SPY,,,,,,,0.00,,0,,,,,,,,,,0.4161,2024-05-28T09:53:00+00:00,251,595
